"country,co",untry_l,ong,,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,estimated_generation_gwh
"USA,United",States,of,America,Monson Solar,USA0059464,3,42.1244,-72.3325,Solar,,,,2014,DESRI V Mass Solar Holdco  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,1.146,3.877,4.168,4.043,
"USA,United",States,of,America,Mont Belvieu Cogeneration Unit,USA0057322,15,29.8381,-94.9007,Gas,,,,2009,Targa Co-Generation LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,103.535,109.539,106.541,102.471,91.261,
"USA,United",States,of,America,MontSun,USA0061586,5,45.0603,-93.9047,Solar,,,,2018,Generate Capital,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.26,
"USA,United",States,of,America,Montague Wind Power Facility LLC,USA0058099,0,45.5857,-120.0904,,,,,,Avangrid Renewables LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Montana Power Station,USA0058562,527.2,31.8239,-106.2119,Gas,Oil,,,2015.5,El Paso Electric Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,324.573,850.541996,1044.667962,
"USA,United",States,of,America,Montana Solar Facility,USA0060300,3,31.8131,-106.2189,Solar,,,,2017,El Paso Electric Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,4.851,
"USA,United",States,of,America,Montauk,USA0002515,0,41.0425,-71.9578,,,,,,National Grid Generation LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.157,,,,,
"USA,United",States,of,America,Montefieor Medical Center Moses Division,USA0058507,18,40.8814,-73.8803,Gas,Oil,,,2001.5,Montefiore Medical Center Moses Division,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,38.756,52.155,46.429,32.803,28.853,
"USA,United",States,of,America,Montefiore - Westchester Square,USA0061025,1,40.8406,-73.8484,Oil,,,,1983,Montefiore-Westchester Square,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,0,
"USA,United",States,of,America,Monterey Diesel Generation Facility,USA0059614,6,38.4214,-79.5914,Oil,,,,2016,Old Dominion Electric Coop,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0.254,0.272,
"USA,United",States,of,America,Monterey Regional Water Cogen Facility,USA0054951,1.8,36.7056,-121.7714,Biomass,Gas,,,1988,MRWPCA,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,8.547,7.435,8.544,8.643,9.237,
"USA,United",States,of,America,Monterey Regional Water Pollution Contro,USA0058633,1,36.7211,-121.7878,Solar,,,,2011,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,2.44332,1.59291,1.66122,1.282,1.388,
"USA,United",States,of,America,Montevideo Solar LLC,USA0061870,0,44.8995,-95.6942,,,,,,Montevideo Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Montezuma,USA0001165,9.8,41.586,-92.5228,Oil,Gas,,,1978.806122,City of Montezuma - (IA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.287,0.229,0.22,0.208,0.403,
"USA,United",States,of,America,Montezuma Wind II,USA0057701,78.2,38.1167,-121.8219,Wind,,,,2012,NextEra Energy Montezuma Wind II  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,228.7,210.115,219.519,200.624,196.047,
"USA,United",States,of,America,Montfort Wind Energy Center,USA0055742,30,42.9625,-90.3867,Wind,,,,2002,Wisconsin Electric Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,54.058,58.949,53.302,46.66,48.308,
"USA,United",States,of,America,Montgomery,USA0008025,0,44.4421,-93.565,,,,,,Interstate Power and Light Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Montgomery County,USA0060925,0,30.4408,-95.5275,,,,,,Entergy Texas Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Montgomery County Correctional Facility,USA0060820,1.4,39.2379,-77.2932,Solar,,,,2017,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0,
"USA,United",States,of,America,Montgomery County Oaks LFGE Plant,USA0055885,2.4,39.1937,-77.1189,Waste,,,,2009,CB&I,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,18.632,16.392,11.929,12.601,13.915,
"USA,United",States,of,America,Montgomery County Resource Recovery,USA0050657,67.8,39.2006,-77.4556,Waste,,,,1995,Covanta Montgomery  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,304.229999,318.090995,329.219005,305.181009,328.548996,
"USA,United",States,of,America,Montgomery County Solar,USA0061608,0,39.113,-77.236,,,,,,Montgomery County Solar,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Montgomery Creek Hydro,USA0055009,2.6,40.8468,-121.9564,Hydro,,,,1987,Enel Green Power NA  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,4.945,4.312,1.804,11.134,10.406,
"USA,United",States,of,America,Montgomery Solar LLC,USA0058649,20,35.3444,-79.7683,Solar,,,,2016,O2energies  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,0.512,40.223,40.815,
"USA,United",States,of,America,Montgomery Winsted CSG,USA0061456,3,44.9517,-94.0556,Solar,,,,2017,Minnesota Solar CSG 4  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.431,
"USA,United",States,of,America,Monticello,USA0006147,1980,33.0917,-95.0417,Coal,Oil,,,1983.311818,Luminant Generation Company LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,8008.118942,6537.427014,4778.868992,7527.985005,9037.820979,
"USA,United",States,of,America,Monticello Dam,USA0007646,11.5,38.5131,-122.1044,Hydro,,,,1983,Solano Irrigation District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,43.108,39.157,35.123,34.959,53.592,
"USA,United",States,of,America,Monticello Nuclear Facility,USA0001922,685,45.3338,-93.8493,Nuclear,,,,1971,Northern States Power Co - Minnesota,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,2993.574,4323.966,4663.895,5597.758,5159.62,
"USA,United",States,of,America,Montpelier,USA0007791,10.8,41.5855,-84.5794,Oil,,,,2000,American Mun Power-Ohio  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.22,0.076,0.435,0.562,0.397,
"USA,United",States,of,America,Montpelier Electric Generating Station,USA0055229,236,40.6206,-85.3057,Gas,Oil,,,2001,AES Ohio Generation LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,71.251,0,0,0,140.885998,
"USA,United",States,of,America,Montrose,USA0002080,376,38.3114,-93.9348,Coal,,,,1962,Kansas City Power & Light Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,2792.63597,2870.968965,1420.063009,727.915005,366.395996,
"USA,United",States,of,America,Montrose Solar,USA0060529,3.5,45.0556,-93.9228,Solar,,,,2017,Enel Green Power NA  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,5.032,
"USA,United",States,of,America,Montville Station,USA0000546,495.3,41.4281,-72.1019,Oil,Gas,,,1968.382193,NRG Montville Operations Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,31.423,49.107,0,13.488,45.307,
"USA,United",States,of,America,Monument,USA0002851,13.5,39.7667,-84.1739,Oil,,,,1968,Dayton Power & Light Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.098,0.104,0.053,0.108,0.035,
"USA,United",States,of,America,Monument Road,USA0061033,0,40.2341,-97.5203,,,,,,Aksamit Energy Development,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Moore County,USA0003483,0,35.9667,-101.865,,,,,,Southwestern Public Service Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,47.64,0,,,,
"USA,United",States,of,America,Moore Solar Farm,USA0058337,5,36.2732,-79.7592,Solar,,,,2014,Moore Solar Farm LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.308,8.115,8.424,9.116,8.693,
"USA,United",States,of,America,Mooreland,USA0003008,305,36.4372,-99.2254,Gas,,,,1970.508197,Western Farmers Elec Coop  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,234.158,272.662,403.018,569.017,415.805,
"USA,United",States,of,America,Moorhead,USA0001995,0,46.8536,-96.7311,,,,,,City of Moorhead - (MN),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,0,,,,
"USA,United",States,of,America,Moorhead Wind Turbine,USA0007855,1.4,46.895,-96.7347,Wind,,,,2000,City of Moorhead - (MN),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.651,1.644,2.48,1.412,1.86,
"USA,United",States,of,America,Moorings Farm,USA0058338,5,35.3058,-77.8292,Solar,,,,2013,Moorings Farm LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,2.335,8.738,8.49,8.73,8.086,
"USA,United",States,of,America,Moorings Farm 2,USA0061405,5,35.3057,-77.8289,Solar,,,,2017,Moorings Farm 2  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,2.417,
"USA,United",States,of,America,Moose Lake,USA0001996,8.9,46.4541,-92.7606,Oil,,,,1994.191011,Moose Lake Water & Light Comm,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.074,0.284,0.065,0.08134,0.103,
"USA,United",States,of,America,Moose River,USA0010196,12.6,43.6107,-75.3413,Hydro,,,,1987,EONY Generation Limited,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,24.356,42.757,41.245,50.541,64.921,
"USA,United",States,of,America,Mooseheart Power House,USA0050337,1.8,41.8244,-88.3331,Gas,,,,1986,Moose International,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,0,0,0,0,
"USA,United",States,of,America,Mora,USA0001997,13.8,45.8771,-93.2951,Oil,Gas,,,1972.326087,City of Mora - (MN),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.308,0.295,-0.075,0.293,-0.113,
"USA,United",States,of,America,Mora Drop Hydroelectric Project,USA0056498,1.7,43.46,-116.4725,Hydro,,,,2006,Boise-Kuna Irrigation District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,3.456,4.915,4.652,4.847,4.514,
"USA,United",States,of,America,Morada del Sol  LLC,USA0061049,0,31.1465,-102.2684,,,,,,First Solar Project Development,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Moraine II Wind LLC,USA0056794,49.5,44.1238,-96.0784,Wind,,,,2009,Avangrid Renewables LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,152.722,159.342,163.551,174.652,170.658,
"USA,United",States,of,America,Moraine Wind LLC,USA0056174,51,44.0667,-96.0667,Wind,,,,2004,Avangrid Renewables LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,145.412,156.516,142.542,153.551,153.239,
"USA,United",States,of,America,Moreau,USA0006652,60.8,38.5557,-92.1023,Oil,,,,1978,Union Electric Co - (MO),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,-0.176,-0.043,-0.443,-0.14,-0.162,
"USA,United",States,of,America,Morehead,USA0002711,0,34.7458,-76.8103,,,,,,Duke Energy Progress - (NC),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Morelos del Sol,USA0060007,15,35.7314,-119.8187,Solar,,,,2015,Southern Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,0,39.044,38.771,
"USA,United",States,of,America,Moretown,USA0056891,1.6,44.3122,-72.7114,Waste,,,,2009,EPP Renewable Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,25.698,23.489,18.993,15.631,11.882,
"USA,United",States,of,America,Moretown Generating Station,USA0052033,1.2,44.2859,-72.7103,Hydro,,,,1989,Ampersand Moretown Hydro LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Morgan City,USA0001449,0,29.6914,-91.1885,,,,,,Louisiana Energy & Power Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,0,0,,,
"USA,United",States,of,America,Morgan Community Solar,USA0060942,3,44.4132,-94.9076,Solar,,,,2017,Morgan Community Solar,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,3.084,
"USA,United",States,of,America,Morgan Creek,USA0003492,536.4,32.3358,-100.9156,Gas,Oil,,,1988,Luminant Generation Company LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,17.864,13.01,2.876,4.552,
"USA,United",States,of,America,Morgan Energy Center,USA0055293,900,34.6397,-87.0639,Gas,,,,2003.233333,Morgan Energy Center LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,3707.531,3837.308,4955.877,4115.273,3931.225,
"USA,United",States,of,America,Morgan Falls,USA0000717,16.8,33.9684,-84.3827,Hydro,,,,1904,Georgia Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,38.829,36.85,36.576,23.582,14.602,
"USA,United",States,of,America,Morgan Farm  LLC,USA0060133,5,36.0956,-78.152,Solar,,,,2016,SRE Utility Solar 1  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,0.436,9.919,9.842,
"USA,United",States,of,America,Morgan Lancaster 1,USA0059942,1.5,34.6608,-118.0836,Solar,,,,2015,WGL Energy Systems  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,0.68,4.272,3.929,
"USA,United",States,of,America,Morgan Solar Center,USA0061855,0,43.9514,-117.0748,,,,,,Morgan Solar Center,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Morgan's Corner,USA0060422,20,36.4211,-76.3642,Solar,,,,2016,Virginia Electric & Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,0.117,33.104,33.448,
"USA,United",States,of,America,Morganton  Parker Road,USA0056064,1.8,35.7208,-81.6624,Oil,,,,2002,North Carolina Mun Power Agny #1,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,-0.039,-0.038,-0.041,-0.035,-0.037,
"USA,United",States,of,America,Morganton Station 5,USA0056344,1.8,35.729,-81.7481,Oil,,,,2006,North Carolina Mun Power Agny #1,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,-0.028,-0.03,-0.028,-0.028,-0.028,
"USA,United",States,of,America,Morgantown Energy Facility,USA0010743,68.9,39.6397,-79.9606,Coal,,,,1991,Morgantown Energy Associates,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,404.904003,413.607004,405.911001,0,416.682002,
"USA,United",States,of,America,Morgantown Generating Plant,USA0001573,1548,38.3592,-76.9767,Coal,Oil,,,1970.931525,GenOn Mid-Atlantic LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,3911.291018,6181.301016,4244.593973,4754.186991,2529.951,
"USA,United",States,of,America,Morgantown Solar Park,USA0057362,2,40.1521,-75.8659,Solar,,,,2011,The Hankin Group,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,2.603,2.378,2.438,2.251,2.269,
"USA,United",States,of,America,Morin Solar 2013 LLC,USA0060612,4,42.167,-72.1929,Solar,,,,2014,Soltage LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,6.792,6.625,
"USA,United",States,of,America,Mormon Flat,USA0000148,63.5,33.5536,-111.4431,Hydro,,,,1964.480315,Salt River Project,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,13.075,5.195,7.977,22.336,7.363,
"USA,United",States,of,America,Morning Light Wind Farm,USA0057875,101.2,41.4542,-94.5751,Wind,,,,2012,MidAmerican Energy Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,367.355,379.766,356.603,361.493,351.791,
"USA,United",States,of,America,Morning View,USA0061881,0,35.5463,-79.7428,,,,,,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Morony,USA0002191,54,47.5817,-111.0609,Hydro,,,,1930,NorthWestern Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,225.296,254.979,247.097,258.995,289.766,
"USA,United",States,of,America,Morris Cogeneration LLC,USA0055216,212.5,41.4119,-88.3328,Gas,,,,1998.780235,Morris Cogeneration LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,560.534005,564.436999,652.557004,583.178003,635.065,
"USA,United",States,of,America,Morris Genco LLC,USA0055774,2.2,41.3776,-88.4012,Waste,,,,2012,Illinois Electricial Gen Partn,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,15.03,14.081,12.727,12.447,14.365,
"USA,United",States,of,America,Morrisville,USA0003764,1.8,44.5618,-72.6024,Hydro,,,,1924,Village of Morrisville - (VT),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,4.393,2.981,2.857,3.725,5.75,
"USA,United",States,of,America,Morrow Point,USA0000514,173.2,38.4518,-107.5393,Hydro,,,,1971,U S Bureau of Reclamation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,183.431,295.791,341.545,326.775,338.514,
"USA,United",States,of,America,Morton Salt Rittman,USA0054335,2.5,40.9692,-81.7756,Gas,,,,2015,Morton Salt Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,6.74344,5.80545,8.30514,7.63681,6.9549,
"USA,United",States,of,America,Mosaic Co Bartow Facility,USA0050633,81.9,27.908,-81.9185,Cogeneration,Other,,,1989.296703,Mosaic Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,401.376,0,310.611,353.523,298.192,
"USA,United",States,of,America,Mosaic Co Greenbay,USA0010205,0,27.845,-81.9097,,,,,,Mosaic Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Mosaic Co Mulberry Facility,USA0050510,0,27.8917,-81.925,,,,,,Mosaic Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Mosaic Co Tampa Facility,USA0010204,77.9,27.8605,-82.3903,Cogeneration,,,,1994.001284,Mosaic Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,0,0,0,302.555,
"USA,United",States,of,America,Mosaic New Wales Operations,USA0010434,135.5,27.8336,-82.0519,Cogeneration,,,,1991.723247,Mosaic Fertilizer LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,443.487,522.59016,555.368,605.27,564.213,
"USA,United",States,of,America,Mosaic Phosphates Uncle Sam,USA0010198,26,30.0386,-90.8283,Cogeneration,Gas,,,1995.692308,Mosaic Phosphates Co.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,74.92571,85.61414,0,112.09805,8.24537,
"USA,United",States,of,America,Mosaic South Pierce Operations,USA0010004,45.5,27.7652,-81.9388,Cogeneration,,,,1989.692308,Mosaic Fertilizer LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,207.942,238.284,242.41,204.757,220.911,
"USA,United",States,of,America,Moselle,USA0002070,510.5,31.528,-89.3004,Gas,Oil,,,1994.01763,Cooperative Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,950.96,888.461,1532.576,1541.004,912.418,
"USA,United",States,of,America,Moser Generating Station,USA0003163,63.6,40.2352,-75.6193,Oil,,,,1970,Exelon Power,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,2.286,6.904,5.019,3.674,1.048,
"USA,United",States,of,America,Moshier,USA0002588,8,43.8719,-75.1364,Hydro,,,,1929,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,37.531,47.455,31.797,35.076,46.999,
"USA,United",States,of,America,Mosinee Mill,USA0050614,23.4,44.7881,-89.6917,Biomass,Coal,Waste,Hydro,1963.333333,Expera Mosinee LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,134.013,142.873,137.825,138.113,124.883,
"USA,United",States,of,America,Mossyrock,USA0003918,300,46.5347,-122.4247,Hydro,,,,1968,City of Tacoma - (WA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1075.918,1286.97,1006.572,1202.136,1265.565,
"USA,United",States,of,America,Mother Ann Lee,USA0001359,2.1,37.8297,-84.7247,Hydro,,,,2007.666667,Lock 7 Hydro Partners LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,9.303,7.744,8.535,9.712,10.596,
"USA,United",States,of,America,Motiva Enterprises Port Arthur Refinery,USA0050973,276.8,29.8885,-93.951,Gas,,,,1996.561416,Motiva Enterprises LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1682.75305,1656.1471,1766.05513,1745.85332,1763.27553,
"USA,United",States,of,America,Mottville,USA0001761,1.6,41.8056,-85.7505,Hydro,,,,1923,Indiana Michigan Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,5.43,8.146,5.434,5.924,7.211,
"USA,United",States,of,America,Moulton Wind Power,USA0055981,2,43.9204,-95.9559,Wind,,,,2002,EDF Renewable Asset Holdings  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,5.757,6,6.352,6.343,4.856,
"USA,United",States,of,America,Moundsville Power,USA0059720,0,39.9039,-80.7966,,,,,,Moundsville Power  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Mount Clinton,USA0056004,24,38.4681,-78.865,Oil,,,,2001.583333,City of Harrisonburg - (VA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.14504,0.23128,0.47922,0.14602,0.08918,
"USA,United",States,of,America,Mount Elbert,USA0006208,200,39.0942,-106.3523,Hydro,,,,1982.5,U S Bureau of Reclamation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,-134.35,-52.967,-101.211,-80.734,-87.778,
"USA,United",States,of,America,Mount Olive Farm,USA0059107,5,35.2019,-78.0817,Solar,,,,2015,Mount Olive Farm LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,0.423,9.924,10.477,9.978,
"USA,United",States,of,America,Mount Olive Solar,USA0059908,2,35.18,-78.098,Solar,,,,2017,Mount Olive Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,4.044,
"USA,United",States,of,America,Mount Saint Mary's,USA0057758,13.7,39.675,-77.345,Solar,,,,2012,Constellation Solar Horizons LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,23.619,23.18,23.185,21.845,20.912,
"USA,United",States,of,America,Mount Signal Solar 2,USA0061353,0,32.6685,-115.6292,,,,,,Imperial Valley Solar 2  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Mount Signal Solar Farm 3,USA0061202,0,32.6788,-115.5672,,,,,,CD Arevon USA  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Mount Sinai Beth Israel,USA0061569,2.3,40.7327,-73.9816,Oil,,,,1988,Mount Sinai Beth Israel,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
